##SHEET:attacking_map
node_id|from_node_id|next_node_id|parent_action_id|position_family|recommended_followup_tree|is_terminal|edge_label|sort_order|priority_rank|start_position|role|your_action|partner_response|follow_up|end_position|outcome_type|success_condition|failure_risk|gi_no_gi|skill_level|priority|notes|key_details|common_mistakes|concept_tags|chain_family|energy_cost|video_ref_slot|counter_if_fails|reaction_tags|grip_tags
SC-002|SC-A-americana|TERM-SUB-THREAT|SC-A-americana|pin_top|Submission Finish Subtree|No|Partner straightens arm → Straight armbar|2|2|Side control top|Top|Americana|Partner straightens arm|Straight armbar|Submission position|Submission threat|Wrist controlled; elbow exposed|Turns in/re-guards|Both|Blue|Medium|Americana follow-up.|Trap wrist to chest; pinch knees|Losing wrist in switch|arm_isolation;pressure|americana_chain|Medium|VID-SC-002|Switch to kimura|R-STRAIGHTENS-ARM|G-WRIST-CONTROL
SC-003|SC-A-kimura-grip|BK-ROOT|SC-A-kimura-grip|pin_top|Back Control Tree|No|Partner hides hand → Step over head / trap|1|1|Side control top|Top|Kimura grip|Partner hides hand|Step over head / trap|Back or armbar threat|Submission/back take|Shoulder isolated|Losing side control|Both|Blue|High|Powerful control system.|Fig-4 wrist; switch hips; step over head|Losing connection in hip switch|arm_isolation;pressure;connection|kimura_trap_chain|High|VID-SC-003|Return to side control|R-HIDES-HAND|G-FIGURE-FOUR
SC-004|SC-A-knee-on-belly-transition|TERM-SUB|SC-A-knee-on-belly-transition|pin_top|End State: Submission|Yes|Partner pushes knee → Spin to armbar|1|2|Side control top|Top|Knee-on-belly transition|Partner pushes knee|Spin to armbar|Armbar position|Submission|Arm extended vs knee|Turns to knees|Both|Blue|Medium|Common KoB reaction.|Far collar/pant; pivot around head|Letting them turn in|angle;arm_isolation;pressure|knee_on_belly_chain|High|VID-SC-004|Back to side control|R-PUSHES-KNEE|G-COLLAR-GRIP;G-PANT-GRIP
SC-005|SC-A-mount-transition|MT-ROOT|SC-A-mount-transition|pin_top|Mount Top Tree|No|Partner frames → Clear frame; knee slide|1|1|Side control top|Top|Mount transition|Partner frames|Clear frame; knee slide|Mount top|Positional advance|Near elbow controlled|Recovers half guard|Both|White|High|Mount > forcing sub.|Trap elbow to ribs; slide knee|Mounting with frames still in|pressure;head_control|mount_advance_chain|Medium|VID-SC-005|Settle side control|R-FRAMES|G-ARM-TRAP
SC-006|SC-A-north-south-transition|BK-ROOT|SC-A-north-south-transition|pin_top|Back Control Tree|No|Partner turns away → Take back|1|2|Side control top|Top|North-south transition|Partner turns away|Take back|Back control|Back take|Near hip controlled|Scramble/re-guard|Both|Blue|Medium|Punish turning away.|Follow hips; harness before hooks|Turtle without seatbelt|connection;angle;seatbelt|back_take_chain|Medium|VID-SC-006|Settle north-south|R-TURNS-AWAY|G-SEATBELT
SC-007|SC-A-paper-cutter-choke|TERM-SUB|SC-A-paper-cutter-choke|pin_top|End State: Submission|Yes|Partner leaves collar exposed → Finish choke|1|2|Side control top|Top|Paper cutter choke|Partner leaves collar exposed|Finish choke|Submission|Submission|Deep collar; shoulder pressure|Arm trapped/stripped|Gi|Blue|Medium|Gi-only attack.|Deep far collar; trap near arm; rotate|Shallow collar; near arm free|grip_fighting;pressure;arm_isolation|collar_choke_chain|Medium|VID-SC-007|Switch to Americana|R-COLLAR-EXPOSED|G-COLLAR-GRIP;G-ARM-TRAP
MT-001|MT-A-americana|MT-ROOT|MT-A-americana|pin_top|Mount Top Tree|No|Partner keeps elbows low → Climb to high mount|1|1|Mount top|Top|Americana|Partner keeps elbows low|Climb to high mount|High mount|Positional advance|Knees above elbows|Bridge and roll|Both|White|High|Position before sub.|Grapevine or climb to armpits|Mounting high w/o base|pressure;base;head_control|mount_advance_chain|Medium|VID-MT-001|Settle low mount|R-ELBOWS-LOW|G-HEAD-CONTROL
MT-002|MT-A-americana|TERM-SUB|MT-A-americana|pin_top|End State: Submission|Yes|Partner straightens arm → Armbar|2|2|Mount top|Top|Americana|Partner straightens arm|Armbar|Armbar position|Submission|Arm across centerline|Stack/escape|Both|Blue|Medium|Mount arm chain.|Trap arm; foot by head; sit to far hip|Losing wrist|arm_isolation;angle|americana_chain|High|VID-MT-002|Switch to gift wrap|R-STRAIGHTENS-ARM|G-WRIST-CONTROL
MT-003|MT-A-cross-collar-choke|MT-ROOT|MT-A-cross-collar-choke|pin_top|Mount Top Tree|No|Partner defends neck → Armbar / gift wrap|1|1|Mount top|Top|Cross-collar choke|Partner defends neck|Armbar / gift wrap|S-mount or back|Submission/back|Hands committed to collar|Bridge escape|Gi|Blue|High|Choke opens arms.|Deep thumb-in first; palm-down second|Shallow first grip; upright|grip_fighting;pressure;posture|collar_choke_chain|Medium|VID-MT-003|S-mount armbar|R-DEFENDS-NECK|G-COLLAR-THUMB-IN;G-COLLAR-PALM-DOWN
MT-004|MT-A-gift-wrap|BK-ROOT|MT-A-gift-wrap|pin_top|Back Control Tree|No|Partner turns away → Take back|1|1|Mount top|Top|Gift wrap|Partner turns away|Take back|Back control|Back take|Shoulder controlled|Turns back into guard|Both|Blue|High|High-% chain.|Trap far arm across neck; harness first|Riding back w/o harness|connection;seatbelt;head_control|back_take_chain|Medium|VID-MT-004|Return to high mount|R-TURNS-AWAY|G-GIFT-WRAP;G-SEATBELT
MT-005|MT-A-s-mount|TERM-SUB|MT-A-s-mount|pin_top|End State: Submission|Yes|Partner elbow exposed → Armbar|1|1|Mount top|Top|S-mount|Partner elbow exposed|Armbar|Submission|Submission|Knee high behind shoulder|Losing mount|Both|Blue|High|S-mount isolates safely.|Shift hip; knee up by ear; wrist first|Dismounting before isolating|arm_isolation;angle;base|americana_chain|High|VID-MT-005|Return to high mount|R-ELBOW-EXPOSED|G-WRIST-CONTROL
MT-006|MT-A-low-mount-pressure|MT-ROOT|MT-A-low-mount-pressure|pin_top|Mount Top Tree|No|Partner bridges hard → Post and grapevine|1|1|Mount top|Top|Low mount pressure|Partner bridges hard|Post and grapevine|Mount top|Control|Base through bridge|Trap and roll|Both|White|High|Control branch.|Head down above their head; grapevine|Upright; elbows exposed|base;pressure;head_control|mount_retention_chain|Medium|VID-MT-006|Reset grips|R-BRIDGE|G-GRAPEVINE;G-HEAD-CONTROL
BK-001|BK-A-rear-naked-choke|BK-ROOT|BK-A-rear-naked-choke|back_control|Back Control Tree|No|Partner fights top hand → Trap arm; re-attack|1|1|Back control|Top/back|Rear naked choke|Partner fights top hand|Trap arm; re-attack|Back control|Submission threat|One arm trapped w/ leg|Shoulders to mat|Both|Blue|High|Hand-fighting system.|Strong-side over; weak under; leg-trap wrist|Crossing feet; no chest-to-back|seatbelt;connection;grip_fighting|rnc_chain|Medium|VID-BK-001|Switch to bow-and-arrow|R-FIGHTS-HAND|G-SEATBELT;G-WRIST-CONTROL
BK-002|BK-A-rear-naked-choke|MT-ROOT|BK-A-rear-naked-choke|back_control|Mount Top Tree|No|Partner escapes hips to floor → Mount transition|2|1|Back control|Top/back|Rear naked choke|Partner escapes hips to floor|Mount transition|Mount top|Positional advance|Chest-to-back until mount opens|Losing top|Both|White|High|Mount if back is lost.|Ride hip; swing top leg over|Chasing sub, losing back|connection;position_hierarchy|back_to_mount_chain|Medium|VID-BK-002|Settle in mount|R-HIPS-TO-FLOOR|G-SEATBELT
BK-003|BK-A-bow-and-arrow-choke|TERM-SUB|BK-A-bow-and-arrow-choke|back_control|End State: Submission|Yes|Partner exposes collar → Finish bow-and-arrow|1|1|Back control|Top/back|Bow-and-arrow choke|Partner exposes collar|Finish bow-and-arrow|Submission|Submission|Deep collar + angle|Collar stripped|Gi|Blue|High|Core gi back attack.|Deep collar; pant grip; rotate & extend|Shallow collar; rotating early|grip_fighting;angle;seatbelt|rnc_chain|Medium|VID-BK-003|Switch to RNC|R-COLLAR-EXPOSED|G-BOW-AND-ARROW-GRIP;G-SEATBELT
BK-004|BK-A-back-control-retention|MT-ROOT|BK-A-back-control-retention|back_control|Mount Top Tree|No|Partner turns toward choke arm → Follow to mount|1|1|Back control|Top/back|Back control retention|Partner turns toward choke arm|Follow to mount|Mount top|Positional advance|Seatbelt maintained|Half guard recovery|Both|White|High|Safety branch.|Chest-to-back; post top hand; take mount|Fighting to stay on back|position_hierarchy;connection|back_to_mount_chain|Low|VID-BK-004|Settle in mount|R-TURNS-TO-CHOKE-ARM|G-SEATBELT
BK-005|BK-A-armbar-from-back|TERM-SUB|BK-A-armbar-from-back|back_control|End State: Submission|Yes|Partner over-defends choke → Swing leg over head|1|2|Back control|Top/back|Armbar from back|Partner over-defends choke|Swing leg over head|Armbar position|Submission|Arm extended; head controlled|Stacks or slips|Both|Blue|Medium|Use when choke defense strong.|Trap defending arm; leg over; sit to hip|Leg over before wrist|arm_isolation;angle|back_arm_attack_chain|High|VID-BK-005|Return to back|R-OVER-DEFENDS|G-WRIST-CONTROL
FH-001|FH-A-guillotine|TERM-SUB|FH-A-guillotine|front_headlock|End State: Submission|Yes|Partner leaves neck exposed → Finish guillotine|1|1|Front headlock|Top|Guillotine|Partner leaves neck exposed|Finish guillotine|Submission|Submission|Chin captured; hips positioned|Passes to safe side|Both|Blue|High|Foundational finish.|Wrist blade under chin; high elbow|Palm-up grip; low elbow|neck_control;posture_breaking;angle|guillotine_chain|Medium|VID-FH-001|Go behind|R-NECK-EXPOSED|G-GUILLOTINE-GRIP
FH-002|FH-A-guillotine|FH-TURTLE|FH-A-guillotine|front_headlock|Turtle Attack Subtree|No|Partner defends hands → Snap down and go behind|2|1|Front headlock|Top|Guillotine|Partner defends hands|Snap down and go behind|Turtle/back|Back take/control|Head below shoulders|Re-shoots or stands|Both|White|High|Control-first option.|Release; cup head; slide side; control hips|Holding failed guillotine|head_control;position_hierarchy|front_headlock_chain|Medium|VID-FH-002|Re-tie front headlock|R-DEFENDS-HANDS|G-HEAD-CONTROL
FH-003|FH-A-anaconda-choke|TERM-SUB-THREAT|FH-A-anaconda-choke|front_headlock|Submission Finish Subtree|No|Partner posts arm across → Roll to anaconda|1|2|Front headlock|Top|Anaconda choke|Partner posts arm across|Roll to anaconda|Submission position|Submission threat|Arm/head trapped|Losing top|Both|Blue|Medium|Common from FH.|Thread arm under neck and across; roll|Rolling w/o second arm|arm_isolation;neck_control;angle|front_headlock_chain|High|VID-FH-003|Spin behind|R-POSTS-ARM-ACROSS|G-ANACONDA-GRIP
FH-004|FH-A-darce-choke|TERM-SUB-THREAT|FH-A-darce-choke|front_headlock|Submission Finish Subtree|No|Partner reaches underhook → Thread Darce|1|2|Front headlock|Top|Darce choke|Partner reaches underhook|Thread Darce|Submission position|Submission threat|Arm extended; head compressed|Squares up|Both|Blue|Medium|Good vs underhook.|Thread deep under armpit across neck|Thread shallow; no chest pressure|arm_isolation;neck_control;pressure|front_headlock_chain|Medium|VID-FH-004|Back take|R-REACHES-UNDERHOOK|G-DARCE-GRIP
FH-005|FH-A-spin-behind|FH-TURTLE|FH-A-spin-behind|front_headlock|Turtle Attack Subtree|No|Partner shells up → Back or turtle attack|1|1|Front headlock|Top|Spin behind|Partner shells up|Back or turtle attack|Back/turtle top|Back take/control|Hip pressure blocks sit-out|Granby to guard|Both|White|High|High-% branch.|Near hip heavy; walk legs; harness first|No hip pressure|angle;connection;seatbelt|back_take_chain|Medium|VID-FH-005|Reset FH|R-SHELLS-UP|G-SEATBELT;G-HIP-CONTROL
FH-006|FH-A-front-headlock-pressure|OG-ROOT|FH-A-front-headlock-pressure|front_headlock|Open Guard Tree|No|Partner pulls guard → Settle top guard|1|2|Front headlock|Top|Front headlock pressure|Partner pulls guard|Settle top guard|Top closed/open guard|Control|Posture; clear grips|Swept or submitted|Both|White|Medium|Not every branch = sub.|Posture up; elbows in; clear grips|Head low after pull|posture;grip_fighting;position_hierarchy|front_headlock_chain|Low|VID-FH-006|Open the guard|R-PULLS-GUARD|G-NONE
PG-BER-001|PG-A-dlr-to-berimbolo-entry|BK-ROOT|PG-A-dlr-to-berimbolo-entry|guard_bottom|Back Control Tree|No|Partner posts to defend off-balance → Invert and roll under|1|1|Open guard|Bottom|DLR to berimbolo entry|Partner posts to defend off-balance|Invert and roll under|Back control|Back take|Deep DLR + belt/pant grip; initiate rotation|Opponent walks around or smashes|Gi|Purple|High|Core berimbolo from DLR.|Deep DLR hook; belt grip; tuck and spin over shoulder|Inversion without grip; slow entry|invert;angle;grip_fighting|berimbolo_chain|High|VID-PG-BER-001|Transition to kiss of the dragon|R-BASES-POSTS|G-DLR-HOOK;G-BERIMBOLO-GRIP
PG-BER-002|PG-A-berimbolo|BK-ROOT|PG-A-berimbolo|guard_bottom|Back Control Tree|No|Partner walks around exit side → Re-invert and crab ride|1|1|Open guard|Bottom|Berimbolo|Partner walks around exit side|Re-invert and crab ride|Back control|Back take|Pivot to crab; keep belt/pants grip|Losing rotation; flattened|Gi|Purple|High|Counter-walk defense.|Maintain belt grip; second inversion; attack crab|Letting grips go during walk|invert;angle;position_hierarchy|berimbolo_chain|High|VID-PG-BER-002|Come up to single|R-CIRCLES|G-BERIMBOLO-GRIP
PG-BER-003|PG-A-berimbolo|TOP-CONTROL-ROOT|PG-A-berimbolo|guard_bottom|Top Control Tree|No|Partner sits on you → Reverse to kiss of the dragon|2|2|Open guard|Bottom|Berimbolo|Partner sits on you|Reverse to kiss of the dragon|Back/inverted control|Sweep/back take|Opponent overcommits weight forward|Getting sat on; flattened|Gi|Purple|Medium|KOTD finish.|Redirect hips; use leg to load them over|Going directly back|invert;base_breaking;angle|berimbolo_chain|High|VID-PG-BER-003|Recover DLR|R-FORWARD-PRESSURE|G-DLR-HOOK
PG-WORM-001|PG-A-worm-guard-setup||PG-A-worm-guard-setup|guard_bottom||No|Partner stands in open guard → Feed lapel under far leg and grip|1|2|Open guard|Bottom|Worm guard setup|Partner stands in open guard|Feed lapel under far leg and grip|Worm guard established|Guard entry|Own lapel pulled between their legs; sleeve grip|Lapel stripped before feed|Gi|Purple|Medium|Entry to lapel guard system.|Pull opponent lapel out; feed under their far leg|Losing sleeve grip during feed|grip_fighting;frames;invert|worm_guard_chain|Medium|VID-PG-WORM-001|Recover DLR or collar-sleeve|R-STAYS-STANDING|G-WORM-GUARD-LAPEL;G-SLEEVE
PG-WORM-002|PG-A-worm-guard|OG-ROOT|PG-A-worm-guard|guard_bottom|Open Guard Tree|No|Partner tries to step back → Balloon sweep|1|1|Open guard|Bottom|Worm guard|Partner tries to step back|Balloon sweep|Top open guard|Sweep|Lapel + sleeve controls; legs extended|Grip stripped; opponent jumps|Gi|Purple|High|Classic worm sweep.|Extend legs; pull sleeve; lapel elevates|Partial lapel wrap; shallow grips|base_breaking;frames;grip_fighting|worm_guard_chain|High|VID-PG-WORM-002|Transition to reverse DLR|R-STEPS-BACK|G-WORM-GUARD-LAPEL;G-SLEEVE
PG-WORM-003|PG-A-worm-guard|TOP-CONTROL-ROOT|PG-A-worm-guard|guard_bottom|Top Control Tree|No|Partner backsteps → Transition to squid/lapel leg lock|2|3|Open guard|Bottom|Worm guard|Partner backsteps|Transition to squid/lapel leg lock|Top position / leg lock|Sweep/leg attack|Lapel wrapped around leg|Worm guard stripped|Gi|Purple|Low|Advanced lapel chain.|Wrap opponent ankle with own lapel; rotate|Unfamiliarity with lapel mechanics|grip_fighting;arm_isolation;invert|lapel_chain|High|VID-PG-WORM-003|Recover DLR|R-CIRCLES|G-SQUID-LAPEL
PG-SPI-001|PG-A-spider-guard-control|TERM-SUB-THREAT|PG-A-spider-guard-control|guard_bottom|Submission Finish Subtree|No|Partner postures up → Triangle from spider|1|1|Open guard|Bottom|Spider guard control|Partner postures up|Triangle from spider|Triangle position|Submission threat|Both feet on biceps; sleeve grips|Grips stripped|Gi|Purple|High|Triangle from spider.|Push far bicep in; pull near sleeve across|Feet off biceps; no angle|frames;grip_fighting;angle|spider_chain|Medium|VID-PG-SPI-001|Lasso sweep|R-POSTURE-UP|G-SPIDER-GRIP;G-SLEEVE
PG-SPI-002|PG-A-spider-guard|TOP-CONTROL-ROOT|PG-A-spider-guard|guard_bottom|Top Control Tree|No|Partner steps past foot → Lasso sweep|1|1|Open guard|Bottom|Spider guard|Partner steps past foot|Lasso sweep|Top position|Sweep|One leg lassoed; foot on hip|Stack pass|Gi|Purple|High|Common spider->lasso chain.|Lasso deep; rotate hips; lift with hip foot|Lasso without hip pivot|frames;grip_fighting;invert|lasso_chain|High|VID-PG-SPI-002|Transition to DLR|R-TORREANDO|G-LASSO;G-SLEEVE
PG-SPI-003|PG-A-spider-guard|TOP-CONTROL-ROOT|PG-A-spider-guard|guard_bottom|Top Control Tree|No|Partner puts pressure down → Omoplata|2|2|Open guard|Bottom|Spider guard|Partner puts pressure down|Omoplata|Omoplata position|Submission/sweep|Foot on bicep + sleeve trap|Roll out of omoplata|Gi|Purple|Medium|Spider omoplata.|Swing outside foot over; trap shoulder|Letting them roll without control|arm_isolation;angle;invert|omoplata_chain|Medium|VID-PG-SPI-003|Triangle|R-FORWARD-PRESSURE|G-SPIDER-GRIP;G-SLEEVE
PG-HGB-001|PG-A-deep-half-to-come-up|ST-SINGLE-LEG|PG-A-deep-half-to-come-up|guard_bottom|Standing Single-Leg Subtree|No|Partner bases wide → Come up to single leg|1|1|Half guard bottom|Bottom|Deep half to come-up|Partner bases wide|Come up to single leg|Single leg|Takedown/sweep|Hips underneath + head to far hip|Crossfaced and flattened|Gi|Purple|High|Purple-level deep half offense.|Both arms hugging far leg; head under; come up|Head on near side; staying flat|hip_mobility;base_breaking;connection|deep_half_chain|High|VID-PG-HGB-001|Waiter sweep|R-WIDE-BASE|G-DEEP-HALF-HUG
PG-HGB-002|PG-A-deep-half|TOP-CONTROL-ROOT|PG-A-deep-half|guard_bottom|Top Control Tree|No|Partner sits down → Waiter sweep|1|1|Half guard bottom|Bottom|Deep half|Partner sits down|Waiter sweep|Top position|Sweep|Head to far hip; lift near leg|Weight smothers you|Gi|Purple|High|Waiter sweep classic finish.|Press near leg up with forearm; roll to top|Pushing with arms not forearms|base_breaking;arm_isolation;angle|deep_half_chain|High|VID-PG-HGB-002|Back take|R-FORWARD-PRESSURE|G-DEEP-HALF-HUG
PG-HGB-003|PG-A-z-guard-to-reverse-dlr|TOP-CONTROL-ROOT|PG-A-z-guard-to-reverse-dlr|guard_bottom|Top Control Tree|No|Partner pressures forward → Enter RDLR; off-balance|1|2|Half guard bottom|Bottom|Z-guard to reverse DLR|Partner pressures forward|Enter RDLR; off-balance|Reverse DLR|Guard entry/sweep|Knee shield stays; outside hook behind near knee|Lost knee shield|Gi|Purple|Medium|Hybrid Z-guard/RDLR entry.|Rotate knee shield; outside hook pressure|Trying RDLR without KS reset|frames;grip_fighting;invert|rdlr_chain|High|VID-PG-HGB-003|Come up to single|R-FORWARD-PRESSURE|G-KNEESHIELD-LASSO;G-RDLR-HOOK
PG-PAS-001|PG-A-smash-pass|SC-ROOT|PG-A-smash-pass|passing_top|Side Control Top Tree|No|Partner keeps knee shield → Smash knee across; long step|1|1|Top half guard|Top|Smash pass|Partner keeps knee shield|Smash knee across; long step|Side control top|Pass|Weight on knee shield; underhook|Bottom comes up|Gi|Purple|High|Purple-level smash pass.|Smash knee across; long-step foot; head to mat|Light smash; no underhook|pressure;underhook_fight;angle|smash_pass_chain|High|VID-PG-PAS-001|Backstep|R-KNEE-SHIELD|G-UNDERHOOK;G-CROSSFACE
